address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
6608 Denver Ave,LOS ANGELES,CA,90044,334000,1040.0,2.0,2.0,268.0,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/6608-Denver-Ave-Los-Angeles-CA-90044/20934199_zpid/
1125 W 87th St,Los Angeles,CA,90044,850000,2748.0,6.0,,346.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/1125-W-87th-St-Los-Angeles-CA-90044/2091059560_zpid/
11251 S New Hampshire Ave,LOS ANGELES,CA,90044,299999,5804.0,,,,Lot / Land for sale,http://www.zillow.com/homes/for_sale//homedetails/11251-S-New-Hampshire-Ave-Los-Angeles-CA-90044/95612705_zpid/
11703 Berendo Ave,Los Angeles,CA,90044,3990000,12240.0,16.0,10.0,638.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/11703-Berendo-Ave-Los-Angeles-CA-90044/2104185547_zpid/
W 90th St,Los Angeles,CA,90044,,2924.0,2.0,1.0,123.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/244046849_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
10306 S Vermont Ave,Los Angeles,CA,90044,650000,2561.0,,,7.0,Lot / Land for sale,http://www.zillow.com/homes/for_sale//homedetails/10306-S-Vermont-Ave-Los-Angeles-CA-90044/135914790_zpid/
760 W 103rd St,LOS ANGELES,CA,90044,420000,1639.0,2.0,2.0,584.0,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/760-W-103rd-St-Los-Angeles-CA-90044/20965456_zpid/
W 83rd St,Los Angeles,CA,90044,,2763.0,4.0,4.0,233.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250346270_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
New Hampshire Ave,Los Angeles,CA,90044,850000,8454.0,,,,Lot / Land for sale,http://www.zillow.com/homes/for_sale//homedetails/New-Hampshire-Ave-Los-Angeles-CA-90044/2086596043_zpid/
W 87th St,LOS ANGELES,CA,90044,,950.0,3.0,1.0,338.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/245821380_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 102nd St,LOS ANGELES,CA,90044,,1209.0,2.0,1.0,296.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/246945202_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 85th St,LOS ANGELES,CA,90044,,1414.0,2.0,2.0,85.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/135902539_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 103rd St,LOS ANGELES,CA,90044,,1242.0,3.0,1.0,305.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/244498133_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 111th Pl,LOS ANGELES,CA,90044,,1028.0,3.0,2.0,155.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/244498144_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 123rd St,LOS ANGELES,CA,90044,,2110.0,3.0,2.0,292.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/244498151_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 94th St,LOS ANGELES,CA,90044,,3047.0,7.0,3.0,269.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/244634965_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 84th Pl,LOS ANGELES,CA,90044,,2276.0,4.0,2.0,367.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/244665097_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 104th Pl,LOS ANGELES,CA,90044,,1202.0,2.0,1.0,255.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/245159587_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Orchard Ave,LOS ANGELES,CA,90044,,1695.0,3.0,2.0,261.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/135930185_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 105th St,LOS ANGELES,CA,90044,,1858.0,3.0,2.0,214.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/135930244_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 113th St,LOS ANGELES,CA,90044,,1302.0,3.0,1.0,176.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/135930253_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 125th St,Los Angeles,CA,90044,,1309.0,4.0,2.0,344.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/135930259_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 104th Pl,LOS ANGELES,CA,90044,,944.0,2.0,1.0,291.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/247352749_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 83rd St,LOS ANGELES,CA,90044,,1131.0,3.0,1.0,278.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/247540684_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 124th St,LOS ANGELES,CA,90044,,1693.0,3.0,2.0,152.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/247625836_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 103rd St,LOS ANGELES,CA,90044,,845.0,2.0,1.0,260.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/247786867_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 84th St,LOS ANGELES,CA,90044,,1160.0,3.0,1.0,143.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/248150539_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 123rd St,LOS ANGELES,CA,90044,,1632.0,3.0,2.0,222.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/248769928_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 84th St,LOS ANGELES,CA,90044,,1352.0,3.0,1.0,218.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/248834668_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 104th St,LOS ANGELES,CA,90044,,898.0,2.0,1.0,212.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/248938639_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Hoover St,LOS ANGELES,CA,90044,,1186.0,3.0,1.0,211.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/248998563_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 81st St,LOS ANGELES,CA,90044,,1499.0,4.0,2.0,208.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/249039881_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 82nd St,LOS ANGELES,CA,90044,,3307.0,8.0,5.0,205.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/249047030_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 82nd St,LOS ANGELES,CA,90044,,2019.0,3.0,2.0,176.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/249463646_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 81st Pl,LOS ANGELES,CA,90044,,2081.0,3.0,3.0,180.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/249545824_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 87th St,LOS ANGELES,CA,90044,,1310.0,3.0,2.0,155.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/249704238_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Denver Ave,LOS ANGELES,CA,90044,,1414.0,4.0,1.0,149.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/249804974_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Berendo Ave APT 5,LOS ANGELES,CA,90044,,931.0,2.0,2.0,149.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/249804980_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 85th St,LOS ANGELES,CA,90044,,3399.0,8.0,4.0,148.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/249967044_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 69th St,LOS ANGELES,CA,90044,,1076.0,2.0,2.0,137.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250034911_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 105th St,LOS ANGELES,CA,90044,,1210.0,2.0,1.0,127.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250182314_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 73rd St,LOS ANGELES,CA,90044,,728.0,2.0,1.0,113.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250243137_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 95th St,LOS ANGELES,CA,90044,,1753.0,3.0,2.0,108.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250296943_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 84th St,LOS ANGELES,CA,90044,,1008.0,2.0,1.0,53.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/251156723_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 109th Pl,LOS ANGELES,CA,90044,,1434.0,3.0,2.0,29.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/251287913_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Menlo Ave,LOS ANGELES,CA,90044,,2135.0,4.0,3.0,16.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/249000564_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Baring Cross St,LOS ANGELES,CA,90044,,1222.0,3.0,1.0,54.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250996966_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 91st St,LOS ANGELES,CA,90044,,1107.0,3.0,2.0,26.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/251400934_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 97th St,LOS ANGELES,CA,90044,,1558.0,3.0,2.0,155.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/135930316_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Budlong Ave,Los Angeles,CA,90044,,1201.0,4.0,2.0,82.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/135930356_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Menlo Ave,LOS ANGELES,CA,90044,,1590.0,4.0,2.0,46.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/135902416_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 84th St,LOS ANGELES,CA,90044,,1562.0,3.0,2.0,72.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/250813337_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Hoover St,LOS ANGELES,CA,90044,,2224.0,4.0,4.0,23.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/239952951_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 109th Pl,LOS ANGELES,CA,90044,,1308.0,2.0,1.0,36.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/250182315_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 101st St,Los Angeles,CA,90044,,1032.0,2.0,1.0,30.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/243382528_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 93rd St,LOS ANGELES,CA,90044,,3228.0,7.0,4.0,17.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/250144949_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 80th St,LOS ANGELES,CA,90044,,1441.0,2.0,2.0,46.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/135902540_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 69th St,LOS ANGELES,CA,90044,,1066.0,3.0,1.0,92.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/249176806_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 74th St,Los Angeles,CA,90044,,1776.0,3.0,3.0,115.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/243382533_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Southwest Blvd,LOS ANGELES,CA,90044,,1102.0,2.0,1.0,109.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250304005_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 65th St,LOS ANGELES,CA,90044,,1522.0,3.0,2.0,99.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250472974_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Van Buren Ave,LOS ANGELES,CA,90044,,1407.0,4.0,2.0,96.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250504059_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 92nd St,LOS ANGELES,CA,90044,,2752.0,8.0,4.0,94.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250532475_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 77th St,LOS ANGELES,CA,90044,,1296.0,3.0,2.0,100.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250553279_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 104th St,LOS ANGELES,CA,90044,,941.0,2.0,1.0,88.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250650261_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Denver Ave,LOS ANGELES,CA,90044,,1508.0,4.0,2.0,87.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250655942_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Berendo Ave,LOS ANGELES,CA,90044,,1380.0,2.0,1.0,82.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250693609_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Budlong Ave,LOS ANGELES,CA,90044,,1246.0,2.0,1.0,79.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250727452_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 81st St,LOS ANGELES,CA,90044,,1390.0,2.0,2.0,16.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/249977794_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 84th St,LOS ANGELES,CA,90044,,528.0,1.0,1.0,229.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/135902422_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 66th St,Los Angeles,CA,90044,,900.0,2.0,1.0,327.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/135902473_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Denver Ave,LOS ANGELES,CA,90044,,932.0,2.0,2.0,257.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/135902518_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 92nd St,LOS ANGELES,CA,90044,,1296.0,4.0,1.0,58.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/243990761_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 66th St,LOS ANGELES,CA,90044,,1278.0,3.0,1.0,88.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/239952934_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 87th St,LOS ANGELES,CA,90044,,740.0,2.0,1.0,89.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/239952955_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 80th St,LOS ANGELES,CA,90044,,1090.0,2.0,2.0,158.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/240593094_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 71st St,Los Angeles,CA,90044,,1020.0,2.0,1.0,162.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/242007507_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Vermont Ave,Los Angeles,CA,90044,,1848.0,4.0,2.0,255.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/242987078_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Hoover St,Los Angeles,CA,90044,,1284.0,4.0,2.0,295.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/243213842_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Normandie Ave,LOS ANGELES,CA,90044,,2734.0,4.0,2.0,297.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/244498131_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Normandie Ave,LOS ANGELES,CA,90044,,1418.0,3.0,2.0,19.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/251377610_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 82nd St,LOS ANGELES,CA,90044,,948.0,2.0,1.0,17.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/135902402_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 64th St,LOS ANGELES,CA,90044,,947.0,2.0,1.0,39.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/249647046_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 111th Pl,LOS ANGELES,CA,90044,,1079.0,3.0,1.0,44.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/249964901_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 66th St,LOS ANGELES,CA,90044,,865.0,3.0,1.0,33.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/135902433_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 125th St,LOS ANGELES,CA,90044,,1215.0,4.0,2.0,82.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/239952967_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 125th St,LOS ANGELES,CA,90044,,1224.0,3.0,2.0,74.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250784455_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 62nd St,LOS ANGELES,CA,90044,,2015.0,4.0,2.0,99.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/249176805_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 60th Pl,LOS ANGELES,CA,90044,,2649.0,6.0,3.0,92.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/248998561_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 59th Dr,LOS ANGELES,CA,90044,,2011.0,4.0,3.0,254.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/244498083_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 61st St,LOS ANGELES,CA,90044,,1412.0,3.0,2.0,235.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/248691770_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 59th Pl,LOS ANGELES,CA,90044,,1170.0,5.0,3.0,108.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250451308_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Estrella Ave,LOS ANGELES,CA,90044,,1696.0,4.0,3.0,106.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250452754_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
5836 W 74th St,LOS ANGELES,CA,90045,1750000,3583.0,6.0,5.0,10.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/5836-W-74th-St-Los-Angeles-CA-90045/20378605_zpid/
8005 Regis Way,LOS ANGELES,CA,90045,1525000,2073.0,5.0,4.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/8005-Regis-Way-Los-Angeles-CA-90045/20384338_zpid/
5844 W 76th St,LOS ANGELES,CA,90045,998000,1188.0,3.0,2.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/5844-W-76th-St-Los-Angeles-CA-90045/20378889_zpid/
7307 W 88th St,LOS ANGELES,CA,90045,975000,1528.0,3.0,2.0,11.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/7307-W-88th-St-Los-Angeles-CA-90045/20388946_zpid/
6532 W 85th Pl,LOS ANGELES,CA,90045,1680000,2694.0,5.0,3.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/6532-W-85th-Pl-Los-Angeles-CA-90045/20381277_zpid/
7585 W 80th St,LOS ANGELES,CA,90045,,4047.0,3.0,6.0,1.0,Auction,http://www.zillow.com/homes/for_sale//homedetails/7585-W-80th-St-Los-Angeles-CA-90045/72671343_zpid/
7936 Denrock Ave,LOS ANGELES,CA,90045,1150000,1438.0,3.0,2.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/7936-Denrock-Ave-Los-Angeles-CA-90045/20382151_zpid/
7900 Dunbarton Ave,LOS ANGELES,CA,90045,2395000,3101.0,5.0,5.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/7900-Dunbarton-Ave-Los-Angeles-CA-90045/20382327_zpid/
7941 Flight Pl,LOS ANGELES,CA,90045,1099000,1327.0,3.0,2.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/7941-Flight-Pl-Los-Angeles-CA-90045/20380418_zpid/
8433 Holy Cross Pl,LOS ANGELES,CA,90045,1248000,1364.0,3.0,2.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/8433-Holy-Cross-Pl-Los-Angeles-CA-90045/20384423_zpid/
8030 Alverstone Ave,LOS ANGELES,CA,90045,1689000,2243.0,3.0,3.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/8030-Alverstone-Ave-Los-Angeles-CA-90045/20381575_zpid/
6384 W 80th Pl,LOS ANGELES,CA,90045,1399000,1813.0,3.0,3.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/6384-W-80th-Pl-Los-Angeles-CA-90045/20381562_zpid/
7569 Midfield Ave,LOS ANGELES,CA,90045,939000,1032.0,3.0,2.0,,For sale by owner,http://www.zillow.com/homes/for_sale//homedetails/7569-Midfield-Ave-Los-Angeles-CA-90045/20390942_zpid/
8217 Dunbarton Ave,LOS ANGELES,CA,90045,1495000,2252.0,4.0,3.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/8217-Dunbarton-Ave-Los-Angeles-CA-90045/20384066_zpid/
8107 Georgetown Ave,LOS ANGELES,CA,90045,1300000,1660.0,4.0,2.0,,Coming soon,http://www.zillow.com/homes/for_sale//homedetails/8107-Georgetown-Ave-Los-Angeles-CA-90045/20384206_zpid/
7900 Naylor Ave,LOS ANGELES,CA,90045,1725000,2500.0,4.0,5.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/7900-Naylor-Ave-Los-Angeles-CA-90045/20380149_zpid/
7556 Coastal View Dr,LOS ANGELES,CA,90045,2495000,4737.0,5.0,4.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/7556-Coastal-View-Dr-Los-Angeles-CA-90045/82878305_zpid/
8040 Agnew Ave,LOS ANGELES,CA,90045,1349000,1622.0,3.0,2.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/8040-Agnew-Ave-Los-Angeles-CA-90045/20382228_zpid/
6376 W 78th St,LOS ANGELES,CA,90045,3695000,4100.0,4.0,4.0,,Coming soon,http://www.zillow.com/homes/for_sale//homedetails/6376-W-78th-St-Los-Angeles-CA-90045/20381721_zpid/
7366 W 83rd St,LOS ANGELES,CA,90045,1349000,1889.0,3.0,2.0,,Coming soon,http://www.zillow.com/homes/for_sale//homedetails/7366-W-83rd-St-Los-Angeles-CA-90045/20385388_zpid/
6043 W 76th St,LOS ANGELES,CA,90045,1500000,3080.0,5.0,3.0,1.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/6043-W-76th-St-Los-Angeles-CA-90045/20379564_zpid/
