address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
2815 4th Ave,LOS ANGELES,CA,90018,1050000,1634.0,6.0,4.0,67.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/2815-4th-Ave-Los-Angeles-CA-90018/20590794_zpid/
2001 S Congress Ave,LOS ANGELES,CA,90018,759000,2054.0,6.0,3.0,177.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/2001-S-Congress-Ave-Los-Angeles-CA-90018/20603459_zpid/
3747 Ruthelen St,LOS ANGELES,CA,90018,650000,1359.0,1.0,1.0,175.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/3747-Ruthelen-St-Los-Angeles-CA-90018/20584393_zpid/
2018 W 27th St,LOS ANGELES,CA,90018,1190000,1956.0,6.0,2.5,263.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/2018-W-27th-St-Los-Angeles-CA-90018/20591574_zpid/
2119 3rd Ave,LOS ANGELES,CA,90018,1290000,4010.0,4.0,4.0,84.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/2119-3rd-Ave-Los-Angeles-CA-90018/20595557_zpid/
1826 W 22nd St,LOS ANGELES,CA,90018,875000,2407.0,5.0,2.0,,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/1826-W-22nd-St-Los-Angeles-CA-90018/20594840_zpid/
2812 6th Ave,LOS ANGELES,CA,90018,699900,704.0,3.0,2.0,171.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/2812-6th-Ave-Los-Angeles-CA-90018/20590246_zpid/
2388 W 23rd St,LOS ANGELES,CA,90018,900000,3400.0,7.0,3.0,1396.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/2388-W-23rd-St-Los-Angeles-CA-90018/20594554_zpid/
2062 W 27th St,LOS ANGELES,CA,90018,1399000,2006.0,3.0,2.0,263.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/2062-W-27th-St-Los-Angeles-CA-90018/20591558_zpid/
1900 W 22nd St,Los Angeles,CA,90018,1575000,5430.0,3.0,2.0,344.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/1900-W-22nd-St-Los-Angeles-CA-90018/2091034551_zpid/
Arlington Ave,Los Angeles,CA,90018,,5298.0,12.0,5.0,131.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250346260_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
6th Ave,LOS ANGELES,CA,90018,,1542.0,3.0,3.0,106.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250314716_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 20th St,LOS ANGELES,CA,90018,,2150.0,2.0,2.0,242.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/135530421_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Exposition Pl,LOS ANGELES,CA,90018,,1449.0,2.0,2.0,102.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250451313_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 31st St,LOS ANGELES,CA,90018,,2119.0,5.0,2.0,101.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250532484_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 24th St,LOS ANGELES,CA,90018,,1605.0,3.0,3.0,93.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250589270_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 37th Pl,LOS ANGELES,CA,90018,,1883.0,4.0,3.0,87.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250655939_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
5th Ave,LOS ANGELES,CA,90018,,2216.0,4.0,3.0,88.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250693569_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Bronson Ave,LOS ANGELES,CA,90018,,1854.0,2.0,2.0,85.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250758720_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 29th St,LOS ANGELES,CA,90018,,1450.0,2.0,1.0,24.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/251316880_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
9th Ave,LOS ANGELES,CA,90018,,2663.0,6.0,3.0,234.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/135530411_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 24th St,LOS ANGELES,CA,90018,,2001.0,3.0,1.0,74.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250784443_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 24th St,LOS ANGELES,CA,90018,,2446.0,5.0,2.0,29.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/251400942_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W Washington Blvd,LOS ANGELES,CA,90018,,1544.0,2.0,3.0,67.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/240364351_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 25th St,Los Angeles,CA,90018,,2656.0,4.0,1.0,271.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/241951893_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
7th Ave,LOS ANGELES,CA,90018,,1100.0,2.0,1.0,134.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/248029797_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 23rd St,LOS ANGELES,CA,90018,,2204.0,3.0,2.0,151.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/244497803_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3rd Ave,LOS ANGELES,CA,90018,,1292.0,2.0,1.0,313.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/246177890_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 29th Pl,Los Angeles,CA,90018,,1197.0,3.0,1.0,257.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/135530455_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Bronson Ave,LOS ANGELES,CA,90018,,2276.0,3.0,2.0,58.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250941601_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
9th Ave,LOS ANGELES,CA,90018,,2292.0,4.0,2.0,71.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250813343_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 36th Pl,LOS ANGELES,CA,90018,,2493.0,6.0,4.0,66.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250960025_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Montclair St,LOS ANGELES,CA,90018,,1109.0,2.0,1.0,37.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/251223012_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 30th St,LOS ANGELES,CA,90018,,2096.0,3.0,2.0,51.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/251165541_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 36th Pl,LOS ANGELES,CA,90018,,1260.0,3.0,1.0,248.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/248311034_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
11th Ave,Los Angeles,CA,90018,,2519.0,4.0,1.0,281.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/135530466_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Norton Ave,LOS ANGELES,CA,90018,,2354.0,5.0,3.0,228.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/248753708_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Harvard Blvd,LOS ANGELES,CA,90018,,1472.0,2.0,1.0,214.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/249000556_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 25th St,Los angeles,CA,90018,,4060.0,12.0,5.0,60.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250941579_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1438 Carmona Ave,LOS ANGELES,CA,90019,1299000,1802.0,4.0,3.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1438-Carmona-Ave-Los-Angeles-CA-90019/20600772_zpid/
1813 S Redondo Blvd,Los Angeles,CA,90019,919000,1762.0,3.0,3.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1813-S-Redondo-Blvd-Los-Angeles-CA-90019/2086467153_zpid/
946 S Victoria Ave,LOS ANGELES,CA,90019,,2294.0,5.0,2.0,1.0,Auction,http://www.zillow.com/homes/for_sale//homedetails/946-S-Victoria-Ave-Los-Angeles-CA-90019/20611550_zpid/
1635 S Fairfax Ave,LOS ANGELES,CA,90019,1249000,1747.0,3.0,2.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1635-S-Fairfax-Ave-Los-Angeles-CA-90019/20599944_zpid/
1818 Wellington Rd,LOS ANGELES,CA,90019,1759000,3054.0,5.0,3.0,8.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1818-Wellington-Rd-Los-Angeles-CA-90019/20601423_zpid/
1149 S Lucerne Blvd,LOS ANGELES,CA,90019,775000,1144.0,3.0,1.0,9.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1149-S-Lucerne-Blvd-Los-Angeles-CA-90019/20605831_zpid/
1839 S Cochran Ave,LOS ANGELES,CA,90019,995000,1968.0,4.0,2.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1839-S-Cochran-Ave-Los-Angeles-CA-90019/20597452_zpid/
1202 S Stanley Ave,LOS ANGELES,CA,90019,1600000,3512.0,4.0,2.0,,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/1202-S-Stanley-Ave-Los-Angeles-CA-90019/20608345_zpid/
1320 12th Ave,LOS ANGELES,CA,90019,725000,2498.0,3.0,2.0,35.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1320-12th-Ave-Los-Angeles-CA-90019/20602189_zpid/
1707 S Stanley Ave,LOS ANGELES,CA,90019,999000,1828.0,4.0,4.0,2.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1707-S-Stanley-Ave-Los-Angeles-CA-90019/20600408_zpid/
4536 Lomita St,LOS ANGELES,CA,90019,1149888,2574.0,4.0,3.0,77.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/4536-Lomita-St-Los-Angeles-CA-90019/20601766_zpid/
1266 S Muirfield Rd,LOS ANGELES,CA,90019,1025000,2370.0,4.0,4.0,1.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/1266-S-Muirfield-Rd-Los-Angeles-CA-90019/20606922_zpid/
1550 S Fairfax Ave,LOS ANGELES,CA,90019,1595000,1578.0,3.0,2.0,2.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1550-S-Fairfax-Ave-Los-Angeles-CA-90019/20600008_zpid/
1821 S Redondo Blvd,Los Angeles,CA,90019,1099000,2052.0,3.0,3.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1821-S-Redondo-Blvd-Los-Angeles-CA-90019/250333988_zpid/
1278 S Muirfield Rd,LOS ANGELES,CA,90019,795000,2334.0,3.0,3.0,1.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/1278-S-Muirfield-Rd-Los-Angeles-CA-90019/20606919_zpid/
1033 S Plymouth Blvd,LOS ANGELES,CA,90019,699000,1122.0,2.0,2.0,115.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1033-S-Plymouth-Blvd-Los-Angeles-CA-90019/20606151_zpid/
1251 S Muirfield Rd,Los Angeles,CA,90019,2350000,4260.0,0.0,,1.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/1251-S-Muirfield-Rd-Los-Angeles-CA-90019/20606926_zpid/
1610 6th Ave,LOS ANGELES,CA,90019,1300000,2645.0,5.0,3.0,2.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/1610-6th-Ave-Los-Angeles-CA-90019/20602401_zpid/
1521 Ellsmere Ave,LOS ANGELES,CA,90019,1199000,1359.0,3.0,2.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1521-Ellsmere-Ave-Los-Angeles-CA-90019/95711291_zpid/
1802 S Orange Dr,LOS ANGELES,CA,90019,1200000,1818.0,3.0,1.0,7.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1802-S-Orange-Dr-Los-Angeles-CA-90019/20599317_zpid/
1103 S Sycamore Ave,LOS ANGELES,CA,90019,1799000,4271.0,6.0,5.0,,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/1103-S-Sycamore-Ave-Los-Angeles-CA-90019/20607396_zpid/
928 Keniston Ave,LOS ANGELES,CA,90019,1605000,2150.0,4.0,2.0,17.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/928-Keniston-Ave-Los-Angeles-CA-90019/20610783_zpid/
1530 S Ogden Dr,LOS ANGELES,CA,90019,960000,1403.0,2.0,1.0,149.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1530-S-Ogden-Dr-Los-Angeles-CA-90019/20600125_zpid/
1737 S Longwood Ave,LOS ANGELES,CA,90019,848000,1772.0,4.0,2.0,,Coming soon,http://www.zillow.com/homes/for_sale//homedetails/1737-S-Longwood-Ave-Los-Angeles-CA-90019/20599224_zpid/
1811 S Burnside Ave,LOS ANGELES,CA,90019,,1227.0,2.0,,301.0,Auction,http://www.zillow.com/homes/for_sale//homedetails/1811-S-Burnside-Ave-Los-Angeles-CA-90019/20597554_zpid/
1037 S Orange Dr,LOS ANGELES,CA,90019,1499000,3839.0,6.0,4.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1037-S-Orange-Dr-Los-Angeles-CA-90019/20607275_zpid/
1253 S Spaulding Ave,LOS ANGELES,CA,90019,1649000,1881.0,3.0,3.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1253-S-Spaulding-Ave-Los-Angeles-CA-90019/20608991_zpid/
901 S Gramercy Dr # 302,Los Angeles,CA,90019,784000,1630.0,3.0,2.0,14.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/901-S-Gramercy-Dr-302-Los-Angeles-CA-90019/2086409573_zpid/
1401 S Saint Andrews Pl APT 308,Los Angeles,CA,90019,479000,860.0,2.0,2.0,190.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/1401-S-Saint-Andrews-Pl-APT-308-Los-Angeles-CA-90019/82873425_zpid/
1741 S Spaulding Ave,LOS ANGELES,CA,90019,1099000,1127.0,3.0,2.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1741-S-Spaulding-Ave-Los-Angeles-CA-90019/20600250_zpid/
901 S Gramercy Dr # 204,Los Angeles,CA,90019,679000,1360.0,2.0,2.0,14.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/901-S-Gramercy-Dr-204-Los-Angeles-CA-90019/2086417588_zpid/
1546 Ellsmere Ave,LOS ANGELES,CA,90019,995000,1365.0,3.0,2.0,109.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1546-Ellsmere-Ave-Los-Angeles-CA-90019/20600562_zpid/
3715 San Marino St APT 403,Los Angeles,CA,90019,819000,1590.0,3.0,3.0,,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/3715-San-Marino-St-APT-403-Los-Angeles-CA-90019/2087253480_zpid/
1324 Keniston Ave,LOS ANGELES,CA,90019,1699000,2299.0,4.0,4.0,,Coming soon,http://www.zillow.com/homes/for_sale//homedetails/1324-Keniston-Ave-Los-Angeles-CA-90019/20606872_zpid/
1327 S Van Ness Ave,LOS ANGELES,CA,90019,1490000,2650.0,4.0,3.0,42.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1327-S-Van-Ness-Ave-Los-Angeles-CA-90019/20602674_zpid/
1147 Keniston Ave,LOS ANGELES,CA,90019,1300000,2304.0,4.0,3.0,,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/1147-Keniston-Ave-Los-Angeles-CA-90019/20606455_zpid/
1030 S Norton Ave APT 2,LOS ANGELES,CA,90019,690000,1870.0,4.0,3.0,123.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/1030-S-Norton-Ave-APT-2-Los-Angeles-CA-90019/72690431_zpid/
1348 S Burnside Ave,LOS ANGELES,CA,90019,1199000,1601.0,3.0,2.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1348-S-Burnside-Ave-Los-Angeles-CA-90019/20608622_zpid/
949 S Manhattan Pl APT 301,LOS ANGELES,CA,90019,639000,1149.0,3.0,2.0,22.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/949-S-Manhattan-Pl-APT-301-Los-Angeles-CA-90019/65247804_zpid/
1404 S Van Ness Ave,LOS ANGELES,CA,90019,1650000,1234.0,9.0,4.0,30.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1404-S-Van-Ness-Ave-Los-Angeles-CA-90019/20602692_zpid/
1663 S Rimpau Blvd,LOS ANGELES,CA,90019,579999,732.0,2.0,1.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1663-S-Rimpau-Blvd-Los-Angeles-CA-90019/20599095_zpid/
1299 S Sycamore Ave,LOS ANGELES,CA,90019,1073500,1436.0,4.0,2.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1299-S-Sycamore-Ave-Los-Angeles-CA-90019/20601013_zpid/
981 S Saint Andrews Pl APT 201,Los Angeles,CA,90019,519000,921.0,2.0,2.0,42.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/981-S-Saint-Andrews-Pl-APT-201-Los-Angeles-CA-90019/20605713_zpid/
1049 S Stanley Ave,LOS ANGELES,CA,90019,1699000,2000.0,4.0,4.0,86.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/1049-S-Stanley-Ave-Los-Angeles-CA-90019/20607753_zpid/
901 S Gramercy Dr # 201,Los Angeles,CA,90019,799000,1632.0,3.0,2.0,14.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/901-S-Gramercy-Dr-201-Los-Angeles-CA-90019/2086415563_zpid/
901 S Gramercy Dr # 303,Los Angeles,CA,90019,694000,1360.0,2.0,2.0,14.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/901-S-Gramercy-Dr-303-Los-Angeles-CA-90019/2086409442_zpid/
1106 S Lucerne Blvd,LOS ANGELES,CA,90019,1099000,1904.0,3.0,2.0,66.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1106-S-Lucerne-Blvd-Los-Angeles-CA-90019/20605797_zpid/
4717 Lomita St,LOS ANGELES,CA,90019,650000,850.0,2.0,1.0,102.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/4717-Lomita-St-Los-Angeles-CA-90019/20601838_zpid/
1335 4th Ave,LOS ANGELES,CA,90019,1549000,3746.0,6.0,6.0,8.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/1335-4th-Ave-Los-Angeles-CA-90019/20602479_zpid/
1849 S Sycamore Ave,LOS ANGELES,CA,90019,839900,1119.0,2.0,1.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1849-S-Sycamore-Ave-Los-Angeles-CA-90019/20599367_zpid/
1654 Buckingham Rd,LOS ANGELES,CA,90019,1759000,3809.0,5.0,5.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1654-Buckingham-Rd-Los-Angeles-CA-90019/20601571_zpid/
5422 Edgewood Pl,LOS ANGELES,CA,90019,1210000,1399.0,3.0,2.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/5422-Edgewood-Pl-Los-Angeles-CA-90019/20608065_zpid/
1149 S Hudson Ave,LOS ANGELES,CA,90019,1295000,1986.0,4.0,4.0,11.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/1149-S-Hudson-Ave-Los-Angeles-CA-90019/20606492_zpid/
4636 Lomita St,LOS ANGELES,CA,90019,649000,946.0,2.0,1.0,46.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/4636-Lomita-St-Los-Angeles-CA-90019/20601856_zpid/
1252 Queen Anne Pl,LOS ANGELES,CA,90019,1350000,2853.0,8.0,5.0,,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/1252-Queen-Anne-Pl-Los-Angeles-CA-90019/20605956_zpid/
1353 Hauser Blvd,LOS ANGELES,CA,90019,1152000,1800.0,4.0,2.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1353-Hauser-Blvd-Los-Angeles-CA-90019/20608534_zpid/
1101 S Saint Andrews Pl,Los Angeles,CA,90019,1299000,3442.0,6.0,4.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1101-S-Saint-Andrews-Pl-Los-Angeles-CA-90019/20605648_zpid/
1614 Wellington Rd,LOS ANGELES,CA,90019,1100000,3879.0,5.0,3.0,1.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1614-Wellington-Rd-Los-Angeles-CA-90019/20601446_zpid/
1259 S Muirfield Rd,LOS ANGELES,CA,90019,960000,2260.0,4.0,4.0,198.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1259-S-Muirfield-Rd-Los-Angeles-CA-90019/20606928_zpid/
901 S Gramercy Dr # 406,Los Angeles,CA,90019,859000,1580.0,3.0,2.0,14.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/901-S-Gramercy-Dr-406-Los-Angeles-CA-90019/2086408588_zpid/
1347 S Tremaine Ave,LOS ANGELES,CA,90019,985000,784.0,2.0,2.0,29.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1347-S-Tremaine-Ave-Los-Angeles-CA-90019/20606813_zpid/
1042 Meadowbrook Ave,LOS ANGELES,CA,90019,1595000,2804.0,4.0,3.0,,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/1042-Meadowbrook-Ave-Los-Angeles-CA-90019/20607313_zpid/
1635 4th Ave,LOS ANGELES,CA,90019,970000,2202.0,4.0,2.0,105.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1635-4th-Ave-Los-Angeles-CA-90019/20602436_zpid/
1637 S Curson Ave,LOS ANGELES,CA,90019,999900,992.0,2.0,1.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1637-S-Curson-Ave-Los-Angeles-CA-90019/20600590_zpid/
1385 S Orange Dr,LOS ANGELES,CA,90019,1100000,2285.0,4.0,2.0,21.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/1385-S-Orange-Dr-Los-Angeles-CA-90019/20601055_zpid/
3212 W 18th St,LOS ANGELES,CA,90019,799000,2837.0,4.0,2.0,46.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/3212-W-18th-St-Los-Angeles-CA-90019/20602555_zpid/
1032 Masselin Ave,LOS ANGELES,CA,90019,1900000,4463.0,6.0,4.0,,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/1032-Masselin-Ave-Los-Angeles-CA-90019/20607844_zpid/
1002 S Burnside Ave APT 103,Los Angeles,CA,90019,695000,1286.0,2.0,2.0,,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/1002-S-Burnside-Ave-APT-103-Los-Angeles-CA-90019/2086223447_zpid/
1263 Westchester Pl,LOS ANGELES,CA,90019,1290000,3630.0,8.0,7.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1263-Westchester-Pl-Los-Angeles-CA-90019/20605490_zpid/
1504 4th Ave,LOS ANGELES,CA,90019,1399000,3132.0,7.0,4.0,,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/1504-4th-Ave-Los-Angeles-CA-90019/20602514_zpid/
